algo,region,time_slots,arrival_rate,mean_service_time,seed,trace_seed,algo_seed,trace_hash,arrivals_per_slot,diversity,p_split,split_reliability_mode,split_recovery_coverage,split_workload_shares,mechanism,fixed_sfc_len,fixed_reliability,max_backup_level,explicit_split_replicas,split_enforce_distinct,strict_split_resource_ablation,split_replica_resource_scale,cap_base_min,cap_base_max,cap_scale,total_arrivals,total_accepted,total_rejected,acceptance_ratio,avg_cost_per_arrival,total_cost,total_cost_resource,avg_cost_per_accepted,final_utilization,avg_utilization_over_time,avg_leftover_capacity_sum_over_time,final_leftover_capacity_sum,final_leftover_capacity_min,final_leftover_capacity_max,final_leftover_capacity_avg,avg_e2e_delay_accepted,p95_e2e_delay_accepted,avg_access_delay_accepted,avg_processing_delay_accepted,avg_network_delay_accepted,avg_split_proc_overhead_accepted,avg_split_net_overhead_accepted,total_transmitted_bits_accepted,avg_transmitted_bits_per_accepted,total_split_transmitted_bits_accepted,avg_split_transmitted_bits_per_accepted,avg_split_overhead_ratio_accepted,p95_split_overhead_ratio_accepted,rga_accepted_total,rga_rejected_total,rga_rejection_ratio,mdca_rejected_total,mdca_capacity_rejected_total,mdca_reliability_rejected_total,mdca_qos_rejected_total,mdca_rejection_ratio,capacity_rejection_ratio,reliability_rejection_ratio,qos_rejected_total,qos_rejection_ratio,method,recovery_coverage,coverage_tag
mdca,Alabama,120,12.0,9.0,4,3231205637118540362,16336488235466383848,6c0c7e32fc521a83cd61c5d1ea84c5be7a21379cba43238204f84183943fd924,"[8, 14, 13, 10, 13, 9, 17, 9, 15, 15, 12, 10, 12, 12, 15, 16, 12, 14, 6, 14, 7, 9, 13, 14, 10, 15, 14, 11, 16, 12, 11, 13, 16, 11, 18, 12, 6, 7, 13, 11, 13, 13, 15, 5, 14, 13, 11, 14, 13, 9, 12, 7, 6, 7, 11, 10, 18, 15, 15, 10, 18, 12, 19, 9, 13, 20, 18, 8, 10, 13, 9, 10, 6, 12, 4, 14, 14, 9, 14, 4, 16, 9, 17, 10, 17, 9, 14, 12, 12, 11, 12, 11, 15, 13, 12, 11, 10, 10, 14, 10, 16, 12, 8, 17, 10, 10, 9, 9, 6, 7, 18, 13, 13, 10, 10, 12, 7, 11, 13, 12]",False,,,,,,,0.999,2,False,False,False,1.0,500,700,0.2,1420,916,504,0.6450704225,31.9830707642,45415.9604851102,31840.9604851102,49.5807428877,0.6131402015,0.5719060479,73821.2916666667,66710.8,0.8,2204.0,486.9401459854,0.0561554677,0.1133016497,0.0080642471,0.0422418019,0.0058494187,0.0,0.0,933655001.2843994,1019274.0188694317,0.0,0.0,0.0,0.0,921,499,0.3514084507,5,0,0,5,0.0035211268,0.0,0.0,5,0.0035211268,MDCA,none,none
mdca,Alabama,120,12.0,9.0,4,3231205637118540362,4574233998141395180,6c0c7e32fc521a83cd61c5d1ea84c5be7a21379cba43238204f84183943fd924,"[8, 14, 13, 10, 13, 9, 17, 9, 15, 15, 12, 10, 12, 12, 15, 16, 12, 14, 6, 14, 7, 9, 13, 14, 10, 15, 14, 11, 16, 12, 11, 13, 16, 11, 18, 12, 6, 7, 13, 11, 13, 13, 15, 5, 14, 13, 11, 14, 13, 9, 12, 7, 6, 7, 11, 10, 18, 15, 15, 10, 18, 12, 19, 9, 13, 20, 18, 8, 10, 13, 9, 10, 6, 12, 4, 14, 14, 9, 14, 4, 16, 9, 17, 10, 17, 9, 14, 12, 12, 11, 12, 11, 15, 13, 12, 11, 10, 10, 14, 10, 16, 12, 8, 17, 10, 10, 9, 9, 6, 7, 18, 13, 13, 10, 10, 12, 7, 11, 13, 12]",True,0.3,identical_active_pool,0.9,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1420,1076,344,0.7577464789,45.7921908239,65024.9109699236,46461.9109699236,60.4320733921,0.7749455179,0.7341245149,45848.0472222222,38808.8,0.2,2204.0,283.2759124088,0.0643209171,0.1270983797,0.0080551449,0.0403902396,0.0117808957,6.775255955e-19,0.0,1789177707.8541722,1662804.5612027622,490525399.34116447,455878.6239230153,8.640166013e-18,5.597809177e-17,1091,329,0.2316901408,15,3,0,12,0.0105633803,0.0021126761,0.0,12,0.0084507042,DMDCA,0.9,0p9
mdca,Alabama,120,12.0,9.0,4,3231205637118540362,4574233998141395180,6c0c7e32fc521a83cd61c5d1ea84c5be7a21379cba43238204f84183943fd924,"[8, 14, 13, 10, 13, 9, 17, 9, 15, 15, 12, 10, 12, 12, 15, 16, 12, 14, 6, 14, 7, 9, 13, 14, 10, 15, 14, 11, 16, 12, 11, 13, 16, 11, 18, 12, 6, 7, 13, 11, 13, 13, 15, 5, 14, 13, 11, 14, 13, 9, 12, 7, 6, 7, 11, 10, 18, 15, 15, 10, 18, 12, 19, 9, 13, 20, 18, 8, 10, 13, 9, 10, 6, 12, 4, 14, 14, 9, 14, 4, 16, 9, 17, 10, 17, 9, 14, 12, 12, 11, 12, 11, 15, 13, 12, 11, 10, 10, 14, 10, 16, 12, 8, 17, 10, 10, 9, 9, 6, 7, 18, 13, 13, 10, 10, 12, 7, 11, 13, 12]",True,0.3,identical_active_pool,0.95,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1420,1096,324,0.7718309859,46.4812955719,66003.4397120644,47276.4397120643,60.2221165256,0.8279817693,0.7350583405,45687.0166666667,29663.1333333333,0.0,2204.0,216.5192214112,0.0646046171,0.1257302855,0.0080476864,0.0405577457,0.0118896547,6.821768414e-19,0.0,1836561539.2336268,1675694.835067178,497323826.8800019,453762.6157664251,8.691490488e-18,5.775907331e-17,1111,309,0.2176056338,15,3,0,12,0.0105633803,0.0021126761,0.0,12,0.0084507042,DMDCA,0.95,0p95
mdca,Alabama,120,12.0,9.0,4,3231205637118540362,4574233998141395180,6c0c7e32fc521a83cd61c5d1ea84c5be7a21379cba43238204f84183943fd924,"[8, 14, 13, 10, 13, 9, 17, 9, 15, 15, 12, 10, 12, 12, 15, 16, 12, 14, 6, 14, 7, 9, 13, 14, 10, 15, 14, 11, 16, 12, 11, 13, 16, 11, 18, 12, 6, 7, 13, 11, 13, 13, 15, 5, 14, 13, 11, 14, 13, 9, 12, 7, 6, 7, 11, 10, 18, 15, 15, 10, 18, 12, 19, 9, 13, 20, 18, 8, 10, 13, 9, 10, 6, 12, 4, 14, 14, 9, 14, 4, 16, 9, 17, 10, 17, 9, 14, 12, 12, 11, 12, 11, 15, 13, 12, 11, 10, 10, 14, 10, 16, 12, 8, 17, 10, 10, 9, 9, 6, 7, 18, 13, 13, 10, 10, 12, 7, 11, 13, 12]",True,0.3,identical_active_pool,0.99,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1420,1112,308,0.7830985915,45.8092089584,65049.0767208878,46418.0767208878,58.4973711519,0.792259572,0.7240515995,47585.0388888889,35823.1333333333,0.2,2204.0,261.4827250608,0.0650987634,0.1277855241,0.0080459118,0.0408173803,0.0121150274,6.622213269e-19,0.0,1872763328.6117697,1684139.68400339,507997999.2946137,456832.7331786095,8.503282348e-18,5.537204349e-17,1128,292,0.2056338028,16,2,0,14,0.0112676056,0.0014084507,0.0,14,0.0098591549,DMDCA,0.99,0p99
mdca,Alabama,120,12.0,9.0,4,3231205637118540362,4574233998141395180,6c0c7e32fc521a83cd61c5d1ea84c5be7a21379cba43238204f84183943fd924,"[8, 14, 13, 10, 13, 9, 17, 9, 15, 15, 12, 10, 12, 12, 15, 16, 12, 14, 6, 14, 7, 9, 13, 14, 10, 15, 14, 11, 16, 12, 11, 13, 16, 11, 18, 12, 6, 7, 13, 11, 13, 13, 15, 5, 14, 13, 11, 14, 13, 9, 12, 7, 6, 7, 11, 10, 18, 15, 15, 10, 18, 12, 19, 9, 13, 20, 18, 8, 10, 13, 9, 10, 6, 12, 4, 14, 14, 9, 14, 4, 16, 9, 17, 10, 17, 9, 14, 12, 12, 11, 12, 11, 15, 13, 12, 11, 10, 10, 14, 10, 16, 12, 8, 17, 10, 10, 9, 9, 6, 7, 18, 13, 13, 10, 10, 12, 7, 11, 13, 12]",True,0.3,identical_active_pool,1.0,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1420,1113,307,0.7838028169,44.7983730021,63613.6896629575,45231.6896629575,57.1551569299,0.779762602,0.7115106372,49747.625,37978.1333333333,0.0,2204.0,277.2126520681,0.0651089044,0.127068576,0.0080452685,0.0409018438,0.0120214204,6.678607452e-19,0.0,1872584089.7895138,1682465.489478449,500210642.7303408,449425.5550137833,8.627900365e-18,5.827875809e-17,1129,291,0.2049295775,16,2,0,14,0.0112676056,0.0014084507,0.0,14,0.0098591549,DMDCA,1.0,1
mdca,Alabama,120,12.0,9.0,5,2423446912683703478,10056931585136477576,242807615d01f26b618bf2474c8c191b5431614999303085f85b6b1352045e68,"[13, 19, 12, 12, 6, 12, 10, 7, 9, 12, 14, 7, 14, 11, 15, 13, 11, 13, 13, 11, 15, 12, 11, 14, 14, 14, 12, 10, 15, 8, 12, 8, 13, 14, 8, 10, 15, 16, 14, 15, 11, 9, 16, 15, 16, 18, 15, 13, 7, 10, 9, 10, 11, 16, 9, 9, 10, 8, 9, 11, 13, 15, 9, 14, 10, 13, 9, 17, 8, 24, 17, 8, 6, 5, 12, 12, 9, 11, 18, 10, 13, 13, 13, 13, 6, 14, 6, 11, 11, 8, 14, 11, 19, 8, 12, 14, 17, 11, 14, 11, 8, 22, 10, 14, 18, 10, 7, 8, 9, 8, 8, 16, 16, 13, 7, 11, 18, 8, 11, 6]",False,,,,,,,0.999,2,False,False,False,1.0,500,700,0.2,1423,909,514,0.638791286,32.084874054,45656.7757787736,32318.7757787736,50.2274761043,0.5408849598,0.572376246,74830.3083333333,80341.0,0.0,2134.4,586.4306569343,0.053958802,0.114843384,0.0081606564,0.0397456914,0.0060524542,0.0,0.0,937657263.3826573,1031526.1423351566,0.0,0.0,0.0,0.0,912,511,0.3591004919,3,0,0,3,0.0021082221,0.0,0.0,3,0.0021082221,MDCA,none,none
mdca,Alabama,120,12.0,9.0,5,2423446912683703478,6041356402655296302,242807615d01f26b618bf2474c8c191b5431614999303085f85b6b1352045e68,"[13, 19, 12, 12, 6, 12, 10, 7, 9, 12, 14, 7, 14, 11, 15, 13, 11, 13, 13, 11, 15, 12, 11, 14, 14, 14, 12, 10, 15, 8, 12, 8, 13, 14, 8, 10, 15, 16, 14, 15, 11, 9, 16, 15, 16, 18, 15, 13, 7, 10, 9, 10, 11, 16, 9, 9, 10, 8, 9, 11, 13, 15, 9, 14, 10, 13, 9, 17, 8, 24, 17, 8, 6, 5, 12, 12, 9, 11, 18, 10, 13, 13, 13, 13, 6, 14, 6, 11, 11, 8, 14, 11, 19, 8, 12, 14, 17, 11, 14, 11, 8, 22, 10, 14, 18, 10, 7, 8, 9, 8, 8, 16, 16, 13, 7, 11, 18, 8, 11, 6]",True,0.3,identical_active_pool,0.9,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1423,1083,340,0.7610681658,45.9558686715,65395.2011195354,47180.2011195354,60.3833805351,0.6547174807,0.7182092381,49310.8472222222,60421.3333333333,1.3333333333,2105.6,441.0316301703,0.0611693153,0.1210596606,0.0080988643,0.0385473958,0.0111317143,4.577075099e-19,0.0,1701853090.4755535,1571424.8296173164,450624149.048853,416088.7802851828,6.336843341e-18,4.183849123e-17,1094,329,0.2312016866,11,0,0,11,0.0077301476,0.0,0.0,11,0.0077301476,DMDCA,0.9,0p9
mdca,Alabama,120,12.0,9.0,5,2423446912683703478,6041356402655296302,242807615d01f26b618bf2474c8c191b5431614999303085f85b6b1352045e68,"[13, 19, 12, 12, 6, 12, 10, 7, 9, 12, 14, 7, 14, 11, 15, 13, 11, 13, 13, 11, 15, 12, 11, 14, 14, 14, 12, 10, 15, 8, 12, 8, 13, 14, 8, 10, 15, 16, 14, 15, 11, 9, 16, 15, 16, 18, 15, 13, 7, 10, 9, 10, 11, 16, 9, 9, 10, 8, 9, 11, 13, 15, 9, 14, 10, 13, 9, 17, 8, 24, 17, 8, 6, 5, 12, 12, 9, 11, 18, 10, 13, 13, 13, 13, 6, 14, 6, 11, 11, 8, 14, 11, 19, 8, 12, 14, 17, 11, 14, 11, 8, 22, 10, 14, 18, 10, 7, 8, 9, 8, 8, 16, 16, 13, 7, 11, 18, 8, 11, 6]",True,0.3,identical_active_pool,0.95,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1423,1095,328,0.7695010541,45.8975306462,65312.1861094814,47078.1861094814,59.6458320635,0.6889230494,0.7181558861,49320.1833333333,54435.6666666667,0.3333333333,2134.4,397.3406326034,0.0617555229,0.1247076773,0.0080974997,0.0387584376,0.0114824862,4.590284266e-19,0.0,1737443284.2468712,1586706.195659243,463377240.1943061,423175.5618212841,6.390751074e-18,4.372727153e-17,1105,318,0.223471539,10,0,0,10,0.0070274069,0.0,0.0,10,0.0070274069,DMDCA,0.95,0p95
mdca,Alabama,120,12.0,9.0,5,2423446912683703478,6041356402655296302,242807615d01f26b618bf2474c8c191b5431614999303085f85b6b1352045e68,"[13, 19, 12, 12, 6, 12, 10, 7, 9, 12, 14, 7, 14, 11, 15, 13, 11, 13, 13, 11, 15, 12, 11, 14, 14, 14, 12, 10, 15, 8, 12, 8, 13, 14, 8, 10, 15, 16, 14, 15, 11, 9, 16, 15, 16, 18, 15, 13, 7, 10, 9, 10, 11, 16, 9, 9, 10, 8, 9, 11, 13, 15, 9, 14, 10, 13, 9, 17, 8, 24, 17, 8, 6, 5, 12, 12, 9, 11, 18, 10, 13, 13, 13, 13, 6, 14, 6, 11, 11, 8, 14, 11, 19, 8, 12, 14, 17, 11, 14, 11, 8, 22, 10, 14, 18, 10, 7, 8, 9, 8, 8, 16, 16, 13, 7, 11, 18, 8, 11, 6]",True,0.3,identical_active_pool,0.99,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1423,1114,309,0.7828531272,45.9822427269,65432.7314003725,47213.7314003725,58.7367427292,0.7512253011,0.7205849158,48895.125,43533.3333333333,0.0,1968.0,317.7615571776,0.0618268605,0.1233024402,0.0080929937,0.0387715082,0.0115420176,4.823434441e-19,0.0,1802690578.3203468,1618214.163662789,473727297.60296863,425248.9206489844,6.607909144e-18,4.438493829e-17,1127,296,0.2080112439,13,0,0,13,0.009135629,0.0,0.0,13,0.009135629,DMDCA,0.99,0p99
mdca,Alabama,120,12.0,9.0,5,2423446912683703478,6041356402655296302,242807615d01f26b618bf2474c8c191b5431614999303085f85b6b1352045e68,"[13, 19, 12, 12, 6, 12, 10, 7, 9, 12, 14, 7, 14, 11, 15, 13, 11, 13, 13, 11, 15, 12, 11, 14, 14, 14, 12, 10, 15, 8, 12, 8, 13, 14, 8, 10, 15, 16, 14, 15, 11, 9, 16, 15, 16, 18, 15, 13, 7, 10, 9, 10, 11, 16, 9, 9, 10, 8, 9, 11, 13, 15, 9, 14, 10, 13, 9, 17, 8, 24, 17, 8, 6, 5, 12, 12, 9, 11, 18, 10, 13, 13, 13, 13, 6, 14, 6, 11, 11, 8, 14, 11, 19, 8, 12, 14, 17, 11, 14, 11, 8, 22, 10, 14, 18, 10, 7, 8, 9, 8, 8, 16, 16, 13, 7, 11, 18, 8, 11, 6]",True,0.3,identical_active_pool,1.0,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1423,1117,306,0.7849613493,45.2002184011,64319.9107847037,46274.9107847037,57.5827312307,0.7311156955,0.7096735134,50804.5222222222,47052.3333333333,0.4,1968.0,343.4476885645,0.0620040644,0.1224941312,0.0080933498,0.0388196218,0.0116656454,4.837657679e-19,0.0,1800267685.8772073,1611698.9130503198,471599874.26944375,422202.2151024563,6.611254284e-18,4.335028148e-17,1131,292,0.2052002811,14,0,0,14,0.0098383696,0.0,0.0,14,0.0098383696,DMDCA,1.0,1
mdca,Arizona,120,12.0,9.0,1,16840283913898114547,3737587677167370884,6aa26bd8bed79c36458fd5348c96cb321c8416776732e223d147a84ab3c5a430,"[21, 13, 18, 12, 13, 8, 10, 12, 9, 13, 9, 13, 15, 11, 15, 13, 10, 12, 9, 11, 16, 14, 15, 11, 12, 17, 16, 10, 7, 7, 13, 7, 14, 12, 11, 12, 12, 8, 14, 11, 10, 13, 11, 12, 8, 14, 14, 16, 13, 10, 8, 10, 15, 11, 10, 8, 13, 11, 13, 10, 11, 16, 17, 10, 9, 10, 8, 16, 14, 11, 10, 16, 9, 19, 11, 9, 13, 10, 12, 16, 10, 14, 13, 11, 12, 12, 17, 13, 14, 8, 12, 12, 10, 17, 9, 14, 11, 13, 12, 12, 15, 10, 8, 11, 13, 14, 16, 11, 14, 12, 11, 14, 11, 15, 13, 7, 9, 17, 14, 11]",False,,,,,,,0.999,2,False,False,False,1.0,500,700,0.2,1455,934,521,0.6419243986,26.8868558572,39120.3752721586,24773.3752721586,41.8847700987,0.3022103493,0.278500276,272350.8499999999,263400.8,2.2,2198.4,838.8560509554,0.0590134269,0.1257685497,0.0080493788,0.0433690036,0.0075950445,0.0,0.0,1030636098.5093992,1103464.7735646672,0.0,0.0,0.0,0.0,944,511,0.3512027491,10,0,0,10,0.0068728522,0.0,0.0,10,0.0068728522,MDCA,none,none
mdca,Arizona,120,12.0,9.0,1,16840283913898114547,9475761514817476165,6aa26bd8bed79c36458fd5348c96cb321c8416776732e223d147a84ab3c5a430,"[21, 13, 18, 12, 13, 8, 10, 12, 9, 13, 9, 13, 15, 11, 15, 13, 10, 12, 9, 11, 16, 14, 15, 11, 12, 17, 16, 10, 7, 7, 13, 7, 14, 12, 11, 12, 12, 8, 14, 11, 10, 13, 11, 12, 8, 14, 14, 16, 13, 10, 8, 10, 15, 11, 10, 8, 13, 11, 13, 10, 11, 16, 17, 10, 9, 10, 8, 16, 14, 11, 10, 16, 9, 19, 11, 9, 13, 10, 12, 16, 10, 14, 13, 11, 12, 12, 17, 13, 14, 8, 12, 12, 10, 17, 9, 14, 11, 13, 12, 12, 15, 10, 8, 11, 13, 14, 16, 11, 14, 12, 11, 14, 11, 15, 13, 7, 9, 17, 14, 11]",True,0.3,identical_active_pool,0.9,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1455,1123,332,0.7718213058,37.6953760404,54846.7721387274,35121.7721387274,48.8395121449,0.3993831353,0.3604974269,241398.6638888889,226720.1333333334,0.4,2198.4,722.038641189,0.0678748663,0.1372269287,0.0080777228,0.0416484884,0.0141617159,6.997593363e-19,0.0,1928637311.7593844,1717397.4281027466,503521446.5646076,448371.7244564627,8.801957374e-18,5.30710448e-17,1138,317,0.2178694158,15,0,0,15,0.0103092784,0.0,0.0,15,0.0103092784,DMDCA,0.9,0p9
mdca,Arizona,120,12.0,9.0,1,16840283913898114547,9475761514817476165,6aa26bd8bed79c36458fd5348c96cb321c8416776732e223d147a84ab3c5a430,"[21, 13, 18, 12, 13, 8, 10, 12, 9, 13, 9, 13, 15, 11, 15, 13, 10, 12, 9, 11, 16, 14, 15, 11, 12, 17, 16, 10, 7, 7, 13, 7, 14, 12, 11, 12, 12, 8, 14, 11, 10, 13, 11, 12, 8, 14, 14, 16, 13, 10, 8, 10, 15, 11, 10, 8, 13, 11, 13, 10, 11, 16, 17, 10, 9, 10, 8, 16, 14, 11, 10, 16, 9, 19, 11, 9, 13, 10, 12, 16, 10, 14, 13, 11, 12, 12, 17, 13, 14, 8, 12, 12, 10, 17, 9, 14, 11, 13, 12, 12, 15, 10, 8, 11, 13, 14, 16, 11, 14, 12, 11, 14, 11, 15, 13, 7, 9, 17, 14, 11]",True,0.3,identical_active_pool,0.95,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1455,1135,320,0.7800687285,37.688905177,54837.3570325934,35123.3570325934,48.3148520111,0.3843191547,0.361056671,241187.5611111111,232406.4666666667,0.0,2198.4,740.1479830149,0.0677852109,0.1375021609,0.0080759773,0.0414779643,0.0142244774,7.080270046e-19,0.0,1947010155.4364722,1715427.449723764,503724516.192439,443810.1464250564,8.815727439e-18,5.617011257e-17,1155,300,0.206185567,20,0,0,20,0.0137457045,0.0,0.0,20,0.0137457045,DMDCA,0.95,0p95
mdca,Arizona,120,12.0,9.0,1,16840283913898114547,9475761514817476165,6aa26bd8bed79c36458fd5348c96cb321c8416776732e223d147a84ab3c5a430,"[21, 13, 18, 12, 13, 8, 10, 12, 9, 13, 9, 13, 15, 11, 15, 13, 10, 12, 9, 11, 16, 14, 15, 11, 12, 17, 16, 10, 7, 7, 13, 7, 14, 12, 11, 12, 12, 8, 14, 11, 10, 13, 11, 12, 8, 14, 14, 16, 13, 10, 8, 10, 15, 11, 10, 8, 13, 11, 13, 10, 11, 16, 17, 10, 9, 10, 8, 16, 14, 11, 10, 16, 9, 19, 11, 9, 13, 10, 12, 16, 10, 14, 13, 11, 12, 12, 17, 13, 14, 8, 12, 12, 10, 17, 9, 14, 11, 13, 12, 12, 15, 10, 8, 11, 13, 14, 16, 11, 14, 12, 11, 14, 11, 15, 13, 7, 9, 17, 14, 11]",True,0.3,identical_active_pool,0.99,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1455,1148,307,0.7890034364,37.2129276639,54144.8097509176,34587.8097509176,47.1644684241,0.3969406141,0.3572421374,242627.4666666667,227642.1333333334,0.2,2198.4,724.9749469214,0.0681144087,0.1391211604,0.0080847316,0.0416184875,0.0143882224,7.02275902e-19,0.0,1990729098.4689407,1734084.5805478578,512929778.1988744,446802.9426819463,8.85744158e-18,5.339600816e-17,1169,286,0.1965635739,21,0,0,21,0.0144329897,0.0,0.0,21,0.0144329897,DMDCA,0.99,0p99
mdca,Arizona,120,12.0,9.0,1,16840283913898114547,9475761514817476165,6aa26bd8bed79c36458fd5348c96cb321c8416776732e223d147a84ab3c5a430,"[21, 13, 18, 12, 13, 8, 10, 12, 9, 13, 9, 13, 15, 11, 15, 13, 10, 12, 9, 11, 16, 14, 15, 11, 12, 17, 16, 10, 7, 7, 13, 7, 14, 12, 11, 12, 12, 8, 14, 11, 10, 13, 11, 12, 8, 14, 14, 16, 13, 10, 8, 10, 15, 11, 10, 8, 13, 11, 13, 10, 11, 16, 17, 10, 9, 10, 8, 16, 14, 11, 10, 16, 9, 19, 11, 9, 13, 10, 12, 16, 10, 14, 13, 11, 12, 12, 17, 13, 14, 8, 12, 12, 10, 17, 9, 14, 11, 13, 12, 12, 15, 10, 8, 11, 13, 14, 16, 11, 14, 12, 11, 14, 11, 15, 13, 7, 9, 17, 14, 11]",True,0.3,identical_active_pool,1.0,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1455,1154,301,0.7931271478,36.7291767209,53440.9521289145,34065.9521289145,46.3093172694,0.3903495154,0.354684135,243593.0583333334,230130.1333333334,0.0,2198.4,732.8985138004,0.0681228529,0.1387607935,0.0080834743,0.0417492065,0.0142558551,7.076439136e-19,0.0,2008265474.761838,1740264.7094989931,523832323.4799652,453927.4900173009,8.868409961e-18,5.528663142e-17,1175,280,0.1924398625,21,0,0,21,0.0144329897,0.0,0.0,21,0.0144329897,DMDCA,1.0,1
mdca,Arizona,120,12.0,9.0,2,12057244439424122892,12017847392608320075,3f7070bdd94ca4831cf768c839bda31c7088343ae5b5e4244961b9f37d0b87be,"[14, 17, 11, 11, 8, 8, 9, 11, 8, 13, 21, 9, 10, 10, 19, 11, 10, 11, 8, 19, 11, 12, 15, 12, 14, 13, 11, 14, 18, 11, 13, 10, 11, 13, 5, 10, 12, 12, 9, 8, 10, 11, 17, 14, 10, 9, 11, 11, 14, 10, 11, 5, 9, 11, 14, 15, 15, 17, 14, 14, 19, 10, 15, 8, 7, 11, 17, 12, 10, 9, 13, 13, 8, 16, 8, 10, 15, 10, 10, 17, 10, 17, 8, 9, 11, 9, 9, 19, 16, 9, 16, 13, 15, 14, 11, 23, 6, 12, 14, 10, 16, 15, 14, 15, 8, 14, 14, 14, 10, 14, 10, 15, 11, 10, 11, 14, 6, 11, 12, 7]",False,,,,,,,0.999,2,False,False,False,1.0,500,700,0.2,1444,894,550,0.6191135734,22.5491714355,32561.0035528434,19783.0035528434,36.4217041978,0.2368592148,0.2470654957,286507.6916666666,290391.4,0.6,2234.4,924.8133757962,0.0563615215,0.1181297084,0.0080377624,0.0413908054,0.0069329537,0.0,0.0,903245473.4491276,1010341.6928961158,0.0,0.0,0.0,0.0,898,546,0.3781163435,4,0,0,4,0.0027700831,0.0,0.0,4,0.0027700831,MDCA,none,none
mdca,Arizona,120,12.0,9.0,2,12057244439424122892,4836232127056779440,3f7070bdd94ca4831cf768c839bda31c7088343ae5b5e4244961b9f37d0b87be,"[14, 17, 11, 11, 8, 8, 9, 11, 8, 13, 21, 9, 10, 10, 19, 11, 10, 11, 8, 19, 11, 12, 15, 12, 14, 13, 11, 14, 18, 11, 13, 10, 11, 13, 5, 10, 12, 12, 9, 8, 10, 11, 17, 14, 10, 9, 11, 11, 14, 10, 11, 5, 9, 11, 14, 15, 15, 17, 14, 14, 19, 10, 15, 8, 7, 11, 17, 12, 10, 9, 13, 13, 8, 16, 8, 10, 15, 10, 10, 17, 10, 17, 8, 9, 11, 9, 9, 19, 16, 9, 16, 13, 15, 14, 11, 23, 6, 12, 14, 10, 16, 15, 14, 15, 8, 14, 14, 14, 10, 14, 10, 15, 11, 10, 11, 14, 6, 11, 12, 7]",True,0.3,identical_active_pool,0.9,"0.5,0.5",,,0.999,2,True,False,False,1.0,500,700,0.2,1444,1077,367,0.7458448753,32.508308179,46941.9970104974,28762.9970104974,43.5858839466,0.2841557225,0.3228763583,257660.0361111112,272394.0666666667,0.0666666667,2128.0,867.4970276008,0.0667437502,0.1334473458,0.00803792,0.0402113457,0.0145438861,6.624002131e-19,0.0,1797630212.6441422,1669108.832538665,488034348.73339343,453142.3850820737,8.054110983e-18,4.657771288e-17,1089,355,0.2458448753,12,0,0,12,0.0083102493,0.0,0.0,12,0.0083102493,DMDCA,0.9,0p9
